name,writer,text,cc,tags
MEMORIE, 윤곤강 ,"
1.황혼
구름은 감자밭 고랑에
그림자를 놓고가는 것이었다
가마귀는 숲 너머로
울며울며 잠기는 것이었다
마슬은 노을빛을 덮고
저녁 자리에 눕는 것이었다
나는 슬픈 생각에 젖어
어둠이 묻은 풀섶을 지나는 것이었다
2.호수
바람이 수수잎을 건드리며 가는 것이었다
못가에 서면 그속에도 내가 서 있는 것이었다
호수는 차고 푸른 나날을 보내는 것이었다
산울림을 타고 되돌아오는 염소의 울음이 있는 것이었다
하늘엔 흰 구름이 갓으로만 갓으로만 몰리는 것이었다
3.
마 을
한낮의 꿈이 꺼질 때 바람과 황혼은
길 저쪽에서 소리없이 오는 것이었다
목화꽃 희게희게 핀 밭고랑에서
삽사리는 종이쪽처럼 암탉을 쫓는 것이었다
숲이 얄궂게 손을 저어 저녁을 뿌리면
가느디 가는 모기울음이 오양간쪽에서 들리는 것이었다
하늘에는 별떼가 은빛 웃음을 얽어놓고
은하는 북으로 북으로 기울어지는 것이었다
",자유이용 만료,#
M부인(夫人)의 게, 김현구 ,"
부인 의게
그대는 가시엿다 가시엿다 서런맘으로,
쓴바귀 노랏게 피인봄날에
그대는 가시엿다 가시엿다 서런맘으로,
가여워도 못안을님
남기여두고
보람업는 사랑인들 어이앗가 노으랴만
아여 못견 일 앞흔마은 니즈려
가여워도 못안을 어린님 남겨두고
나신길이야 참아아니 걸닐것을
안눈에 물어리여 발길도 고요히
혼자서 아득히 머
 ㄴ
하날 바 보든
가엽쓴 그봄은 이어덕에 차저와
머언 산 서 들녀오는 쑥궁새 우름
산 서럼을 아뢰이 쑥궁새 우름이
드을내 가
ㅅ 
내 눈물이되여
님두고 가는가슴 여질드시
그대는 서런길을 나시엿다
",자유이용 만료,#
M부인(夫人)의 추억(追憶), 김현구 ,"
부인 의
추억
이 노래를
영랑 의게 드림
숨긴눈물 호려낼듯
잠든서름 불러낼듯
실바람 호리 호리
뒷산에 뻐꾹우름
님의바림 못내 서뤄
거름 거름 매친한숨
복사꽃 피든봄날
눈물씃고 가시드니
구곡간강 녹는서름
아조잊고 가셨는가
혀를끈어 참는마음
모질기도 하오신가
그대생각 슬픈언덕
복사꽃은 붉었건만
눈물어린 그얼골이
미칠듯 그립건만
",자유이용 만료,#
S 군(君) 의 행복(幸福), 허민 ,"의 행복
그대는 뜻이 너무나 깊노라.
그대의 얼굴 아니 그대의 키는나의 따를 바 아니며
나의 가슴속에는 그대의 뜻이 잠깃노라.
날은 더우며 또한
맑고 서늘한 하늘에는
종다리의 울음이 세게 들리니,그대의 뜻인가 아닌가.
맑고도 연앏은 빛을 던져 주는 눈.그대는 이것으로 여자를 불렀다그대의 키와 뜻은 못 따르더라도,
비록 그대의 여자 구하는 데는 따르랴 한다
1931
년 월 일4
",자유이용 만료,#
The Last Train, 오장환 ,"저무는 역두
에서 너를 보냈다  
비애!
개찰구에는
못쓰는 차표와 함께 찍힌 청춘의 조각이 흩어져 있고
병든 역사
가 화물차에 실리어 간다대합실에 남은 사람은
아직도
누굴 기다려
나는 이곳에서 카인을 만나면
목놓아 울리라.
거북이여 느릿느릿 추억을 싣고 가거라슬픔으로 통하는 모든 노선이
너의 등에는 지도처럼 펼쳐 있다.
",자유이용 만료,#
TV," 신애리,문주하 ","
문주하
통통한  네모상자
다  함께  광고방송
내가  더  재밌어요
아니야  무슨  소리
내  머리
돼지  되었다
점점  더  끌려간다.
",CC BY[저작자 표시],#
Y 에게, 설정식 ,"에게
할수없이 카토릭 이 된 사람아
나는 어떻게 하면 좋으냐
먼 나라로 가기 전에도
칠천리 바다 저쪽에서도
또 다시 저
남산 우에
하늘 빛과
마음은 항상 같으구나
같은 것이 무엇이라는 것
너로 말미암아 비로소 알었다마는
법 이 있고 또 문제가 많은데
같은 것이 무슨 소용이랴
그리고 너는 어디론가 간다고
사람들이 혹 말을 전하는 것이다
가거라
부디 좋은 사람에게로 가거라
",자유이용 만료,#
[고운 날개]편, 박용철 ,"
고운 날개 편
고운 날개를 너는 헛되이 나래질치나니
푸른 하늘은 닿을 길 없어라
꿈속의 길은 희미하여라
고운 날개를 너는 힘없이 나래질치나니
이 길은 어드메로 가는 길이오
저기 구름은 어느 발로 넘는다오
해는 누엿누엿 산마루에 걸리는데
하늘에는 집없는 새들만 가득히 날아드오
참으로 하루는 하루와 같거니
어느 날이 새삼스리 못 잊히느뇨
마주보는 거울에는
수없이 그림자가 비치어지나
끝간데 없이 비치이는 그림자
없는데 혼자 무서워하는 개같이
가끔가다 소리 높여 짖어도 보나
너는 참으로 무엇을 기다리느뇨
촘촘히 세운 소학생들 가운데
어느 것이 나의 슬픈 아들이뇨
비가 온다 비가 쉬임도 없이 그침도 없이
페이브멘트의 어른거리는 물 우이를
에리를 세우고 촉촉히 젖어 걸어간다
유연히 태연히
돌아갈 집 고개를 수그리고 들어가야 할 대문불기 없는 방
그는 다만 돌아다닌다.
문득 마음이 꽃같이 피어나는가 하면
어느새 부끄럼에 고개 도로 수그린다
행복에 피가 스물거리다가는
다시 불안에 가슴 두근거린다
외투깃을 세우고 바쁜 걸음 하는 사람아
너는 저쪽 비탈의 어드러한 집으로 돌아가느냐
내게 일러라 새야
너도 기다리는 한 동무게로 돌아가느냐
이제
나뭇가지의 그늘마다
그 으스무레한 가운데서 새로운 얼굴이 생겨나고
자네 말이
날 다려
어떻게
이것을 모두 사랑하라는가
내가 이 모든 것을 사랑할 수 있는가
내가 아름다운 것을 사랑하지 않던가
그러나 보게
내 마음을 날뛰게 하는 아름다움이 어데 있는가
푸른 하늘과 잘 나는 볕
또 굽이 고운 산천과 나무와 꽃
말 말게
저희는 그 우에 무슨 아름다움을 보탰는가
저희는 무엇을 만들었는가
",자유이용 만료,#
"[루바이얕]초역(오-마-,카이얌원작)", 김상용 ,"
파사 오 마가이얌
루바이얕
초역기일
아츰
천 가지
장미 웃는 곳
어제 핀 송이는 어드메뇨
첫 녀름
장미 시절이 가면
장사 도
왕공 도 떠나는도다나무 그늘 아래 한 권
시 와한병 술 한그릇 밥이 있다.
그대 또 옆에 노래 하니.
낙원 이 여기라 빈들의 복됨이어갈구 하는
속세
희원 이
재 되는지고
이루기도 하나
사막 에 나린 눈방울이냥
있다 문듯 슬어지도다.
한줌 흙 되지 전
생 은 즐길 것이
흙에서 온 것 흙으로 도라가,술도 노래도 노래하는 이도,
또 끝도 없이 잠들 것이 아니뇨.
모두 헛되고 한낫확실 한 것
생 은 가고 한번 핀 꽃은
영원 히
영원 히 이우렀도다다시 냇가 장미 붉은 동안,
늙은 이몸과 구슬진 줄을 들고,
죽엄의
사자 마즈막 잔 권하건받고 두려워 물러스지 말라.
현인 은
쟁논 케 두라노부 와 함께 가자서야 의
장기 판 우에 
운명 은 사람을 쪽 으로 희롱한다,
이리 저리로 쓰고 죽이고,한쪽 식 다시 그릇에 거둠이어!
춘추2호
, 1941
년 월 일7
",자유이용 만료,#
[마음의 일기(日記)] 에서, 정지용 ,"
마음의
일기 에서
시조 아홉 수
큰바다 아페두고 힌날빗 그미테서
한백년 잠자다 겨우일어 나노니
지난세월 그마만치만 긴하품을 하야만.
아이들 총중에서 승나신 장님막대
함부루 내두루다기고 말엇것다
얼굴붉은 이친구분네 말슴하는 법이다.
창자에 처져잇는 기름을 씨서내고
너절한 볼 구니 살뎅이 여내라
그리고 피스톨알처럼 덤벼들라 싸호자!
참새의 가슴처럼 깃버 여 보자니
승내인 사자처럼 부르지저 보자니
빙산 이 푸러질만치 손을잡어 보자니시그날 기운뒤에 갑작이 조이는 맘
그대를 시른차가 하마산을 돌아오리
온단다 온단단다나 온다온다 온단다.
배암이 그다지도 무서우냐 내님아
내님은 몸을 며 배마는 실허요
리가치 새 간해가 넘어가는 풀밧우.
이지음 이실
로 이란 아름다운 그말을
글에도 써본저이 업는가 하노니
가슴에 이실이이실이 아니나림 이여라.
이밤이 기풀수락 이마음 가늘어서
가느단 차디찬 바눌은 잇스려니
실이업서 물디린실이 실이업서 하노라.
한백년 진흑속에 뭇쳣다 나온듯.해 처럼 여프로 기여가 보노니푸른 하눌아래로 가이업는 모래밧.
",자유이용 만료,#
[아드와]의 원수를!, 이병각 ,"
아드와 의 원수를!
못소리니의 부르는 노래
이태리 의 아들용감 한 젊으니들아때는 왓다조국 을
위 해 싸우려나가자이태리 는 지금 그대들
팔백만 파시스트 젊으니들에게
요구 한다아드와의
복수 를상기 하라
일팔구육년이월동아 의만국
에드오피아의
북방
아드와 에서
우리들의
영웅
바라테리
장군 과
그가
인솔 한
삼만 의
이태리 의
용사 가
깜둥이 의
총 에 쓰러지고
포로 가 되여 그들
야만인 의 밥이 되엇다
험 한
산 바위와
절벽 으로 말미아마
보잘것업는
야만종 에게
패북 을
당 하고
뜻하지 못하고
조국 의
역사 에 먹물을 업처트리엿스니
그때 우리의
용사 들의 부르는
비장 한 노래를 들어보아라
어느 때나 하날에 날너다니는 소리개가 될가
그놈 깜동이들을
공중 에서 처죽이고
오늘의
설분 을 하여볼가
우리의 소리개가 되엇스면
우리의 소리개가 되엇스면 
보아라 우리는 소리개가 되기위 하야
얼마나 이를 가랏드냐?
지금 우리는 소리개가 되엇다
이태리 는 오즉 아드와 의 원수를 갑기 위하야
공중 에 날너다니는 소리개
를 만들지 안헛나조국 의
은인 라이트형제 여
이태리 는 당
신네들의
공 을 잇지는 안흘터이다자 나아가자 젊으니들이여!
이태리 의 아들들이여조국 의
역사 위의 먹물을 싯치고
죽은
조국 의
용사 들의 원수를 갑기
위 하야 소리개를 날러
하로 아침에 날너가서
전멸 시길수 잇지 안흐냐
보아라 저지중해 의 저
편 에 우리의 원수가 잇다
이태리 의
공업 콘세룽
경애 하는 아저씨들이여기억 하나이까약관 의 저가 당신들의
애무 로
영광
이태리 의
집정자 가 되엇슬때
제가 당신들에게
약속 한
보은 을
기억 하나이까
지금에야 당신들에게
보은 할 때가 왓습니다 보시라 당신네들의
공장 에서는
검은
연기 가 힘차게
공중 에 오르고 잇지 안습니까념녀마시라 당신네의
고문 에
축적 된
상품 은 나포리항구 를 떠나
동아 로
동아 로 실려갈 때로 머지 안헛나
라!
스러운
이다
그리고
중공업자 여러 아자씨들은 당신네를
위 해
계상
하여 준
예산 을 가저가십시요
그리고 얼마든지 만드러내십시요포신 을 그리고
전함 을탄자 를이태리 의
지계
경애 하는
은행가 아자씨우리는 지금
위기 에
당면 하얏오사이다
당신네들의
금고 속의
지전 뭉치가
실상 은 헛 조희쪼각이 될 것입니다
조국 은 당신네의 빚을 가파드릴 힘이 업습니다저는 그러나 당신네들의
귀중 한
지폐 를 헛 조희쪼각으로
만드지 안키
위 하야
당신네들의 사준
국채 를 가파드리기
위 하야저는
조국 은 힘을 다하야
자원 을
구 하려 갑니다동아 로동아 로보시라나포리 의
항구 에
대기 하는
군함 과
지중해 를 날너가는
비행기 와
화염 속 가튼
동아
아스마라
이령 에리트리아부 에
집결 하야
사 를
결의 한
이태리 의 아들들이
모다 당신네의
귀중 한 빛을 갓기
위 함이외다이싸움에 당신네의
운명 이
좌우 되고 맙니다
그러기에 당신네는 돈을 더 내여주시요
나라는 당신네의 빗을 갑기
위 하야
야만인국 의
무진장 의
자원 과
실 로 엄청난
보석 의
고문 을 치러갑니다
아마 그
보석 들은 당신네
영부인 의 목거리가 될 날도 머지
안흘 것시며
성대 한
야회 에서
승전 과
환채 의
축배 가 올
것을
연상 하고
지금 나의 가슴은 뛰고 잇습니다.
조선중앙일보
1935. 9. 29
",자유이용 만료,#
[아버지께] 외(外) 수편(數篇), 김우진 ,"이것은
구고 로붓허 더러낸 것이외다자신 이 잇다는 것보다도
지금 와서 도라보면 내의
정신적
편로 가
한 업시 애
아버지께수편
김초성
쳐러움을 주는 까닭이외다.
시 아버지께애락곡
시 내 어이하랴이국 의
소녀
시 사랑의 가을추사식사상 의
수의 를
조상 하는
수난자 의이상 은 내의시대 외다 져거도이상 최
후에 실닌 시까지는 그럿소이다현재 내의
생각 을
지배
하고 있는수편 은
차호 에 내겟슴니다 다음호 엣것
을 다 보시기
전 에는
비평 을
보류 해두시오",자유이용 만료,#
ГИMH, 오장환 ,"  
한때 우리는 해방이 되었다 하였고 또 온 줄로 알았다
, 우리는 새날을 통하여 배우지 아니했느냐.
그러나
사나운 날세에
조급한 사나이는
다시금,
뵈지 않는 쇠사슬 절그럭거리며
막다른 노래를 부르는구나
  
아 울음이여 울음이여
! 신음 속에 길러오던
너의 성품이,
넘쳐나는 기쁨에도 샘솟는 것을
아주 가차운 이마적
  
! 
젊은이여 벗이여손과 발에쇠사슬 늘이고
억눌린 뱃전에
스사로 노를 젓던
그 옛날 흑인의 부르던 노래
, 
어찌하여 우리는 이러한 노래를
다시금 부르는 것이냐.
  
뵈지 않는 쇠사슬
마음 안에 그늘지는 검은 그림자에도
내 노래의 갈 곳이
막다른 길이라 하면
아 젊음이여!
헛되인 육체여!
너는 또 보지 아니했느냐.15
월  일
아니 그보다도 전부터
우리들의 발길이 있은 뒤부터
항거하는 마음은 그저
무거운 쇠줄에 몸부림칠 때
온몸을 피투성이로 이와 싸우던 투사들
  
옥에서
공장에서
산속에서
지하실에서 나왔다.
몇천 길을 파고 들어간 땅속 갱도에서도
땅 위로 난 모든 문짝은 뻐개지고
구녕이란 구녕에서 이들은 나왔다.
그리고
나와 보면 막상 반가운 얼굴들
함께 자란 우리의 형제 우리의 동무
  
가 나왔다또 하나의  가 나왔다가 나왔다가 나왔다, 
그리고 이들은
전부터 부르는 나직한 노래를
이제는 더욱 소리 높여 부를 뿐이다.
  
뵈지 않는 쇠사슬 절그럭거리며
막다른 노래를
노래 부르는 벗이여!
전에는 앞서 가며 피 흘리던 이만이
조용조용 부르던 노래
이제는 모두 합하여
우리도 크게 부른다.
비겁한 놈은 가려면 가라
그 속에는 먼 남의 나라까지 찾아가 원수들 총부리에,
우리의 총부리를 맞들이댄 동무도 있었다.
  
곳곳에서 우렁차게 들리는 소리
아 이 노래는
, 
한 사람의 노래가 아니다.
성낸 물결 모양 아우성치는 젊은 사람들
더욱 세찬 이 바람은 귀만을 찌르는 게 아니라,
애타는 가슴속
불을 지른다.
  
아 영원한 사랑과 꿈과 생명을 노래하던 벗이여너는 불타는 목숨을
그리고
불타면 꺼지는 목숨을 생각한 적이 있느냐
모두 다 앞서 가던 선구자의 죽음 위에
스스로의 가슴을 불지르고 따라가는 동무들
  
우렁찬 우렁찬 노래다모두 다 합하여 부르는 이 노래
그렇다.
번연히 앞서보다 더한 쇠줄을
배반하는 무리가 가졌다 하여도
우리들 불타는 억세인 가슴은
젊은이 불을 뿜는 노래는
이런 것을 깨끗이 사뤄버릴 것이다.
  
우리들의 귀는 한 번에 두 가지를 들을 수 없다우리들의 마음은 한 번에 두 가지를 생각할 수 없다.
벗이여 점점 가차워온다
! 
얼마나 얼마나 하늘까지 뒤덮은 소리냐
비겁한 놈은 가려면 가라
1945. 12. 2
",자유이용 만료,#
